
[96m╔══════════════════════════════════════════════════════════════════════════════════════════╗[0m
[96m║[0m                                                                                          [96m║[0m
[96m║[0m [1m[35m███╗   ███╗██╗     ██╗  ██╗    ██╗     ███╗   ███╗    ██╗      ██████╗ ██████╗  █████╗[0m   [96m║[0m
[96m║[0m [1m[35m████╗ ████║██║     ╚██╗██╔╝    ██║     ████╗ ████║    ██║     ██╔═══██╗██╔══██╗██╔══██╗[0m  [96m║[0m
[96m║[0m [1m[94m██╔████╔██║██║      ╚███╔╝     ██║     ██╔████╔██║    ██║     ██║   ██║██████╔╝███████║[0m  [96m║[0m
[96m║[0m [1m[94m██║╚██╔╝██║██║      ██╔██╗     ██║     ██║╚██╔╝██║    ██║     ██║   ██║██╔══██╗██╔══██║[0m  [96m║[0m
[96m║[0m [1m[96m██║ ╚═╝ ██║███████╗██╔╝ ██╗    ███████╗██║ ╚═╝ ██║    ███████╗╚██████╔╝██║  ██║██║  ██║[0m  [96m║[0m
[96m║[0m [1m[96m╚═╝     ╚═╝╚══════╝╚═╝  ╚═╝    ╚══════╝╚═╝     ╚═╝    ╚══════╝ ╚═════╝ ╚═╝  ╚═╝╚═╝  ╚═╝[0m  [96m║[0m
[96m║[0m                                                                                          [96m║[0m
[96m║[0m [93m[1mAdvanced Fine-Tuning Framework[0m                                                           [96m║[0m
[96m║[0m [2m[97mLoRA • (Online-)DPO • XPO • CPO • CPO • ORPO • PPO • GRPO • DrGRPO • GSPO • RLHF • SFT[0m   [96m║[0m
[96m║[0m                                                                                          [96m║[0m
[96m╚══════════════════════════════════════════════════════════════════════════════════════════╝[0m
    

[96m============================================================[0m
[1m[97m                   Configuration Summary                    [0m
[96m============================================================[0m

[97mModel:[0m models/qwen2-jac-fused-q4
[97mTraining Mode:[0m DPO
[97mTraining Type:[0m lora
[97mBatch Size:[0m 1
[97mLearning Rate:[0m 1e-06
[97mOptimizer:[0m adam
[94m[INFO][0m Loading model: [96mmodels/qwen2-jac-fused-q4[0m
Loading model models/qwen2-jac-fused-q4
Loading LoRA adapters with config: {'rank': 8, 'dropout': 0.0, 'scale': 10.0, 'use_dora': False, 'num_layers': 8}
Loading pretrained reference model (using main model)
[94m[INFO][0m Loading datasets

[96m============================================================[0m
[1m[97m                          Training                          [0m
[96m============================================================[0m

Trainable parameters: 0.231% (70.459M/30532.123M)
[94m[INFO][0m Training mode: [93mDPO[0m

Training:   0%|          | 0/900 [00:00<?, ?it/s]
                                                 
Training:   0%|          | 0/900 [00:01<?, ?it/s]
Training:   0%|          | 1/900 [00:04<1:00:54,  4.06s/it]
Training:   0%|          | 2/900 [00:05<40:30,  2.71s/it]  
Training:   0%|          | 3/900 [00:07<34:05,  2.28s/it]
Training:   0%|          | 4/900 [00:08<28:16,  1.89s/it]
Training:   1%|          | 5/900 [00:10<27:27,  1.84s/it]
Training:   1%|          | 6/900 [00:12<26:34,  1.78s/it]
Training:   1%|          | 7/900 [00:13<23:52,  1.60s/it]
Training:   1%|          | 8/900 [00:15<24:13,  1.63s/it]
Training:   1%|          | 9/900 [00:16<22:11,  1.49s/it]
Training:   1%|          | 9/900 [00:17<22:11,  1.49s/it, loss=0.523, it/s=0.597]
                                                                                 
Training:   1%|          | 9/900 [00:17<22:11,  1.49s/it, loss=0.523, it/s=0.597]
Training:   1%|          | 10/900 [00:17<22:16,  1.50s/it, loss=0.523, it/s=0.597]
Training:   1%|          | 11/900 [00:19<23:00,  1.55s/it, loss=0.523, it/s=0.597]
Training:   1%|▏         | 12/900 [00:21<23:33,  1.59s/it, loss=0.523, it/s=0.597]
Training:   1%|▏         | 13/900 [00:22<23:56,  1.62s/it, loss=0.523, it/s=0.597]
Training:   2%|▏         | 14/900 [00:24<24:27,  1.66s/it, loss=0.523, it/s=0.597]
Training:   2%|▏         | 15/900 [00:26<24:07,  1.64s/it, loss=0.523, it/s=0.597]
Training:   2%|▏         | 16/900 [00:27<24:15,  1.65s/it, loss=0.523, it/s=0.597]
Training:   2%|▏         | 17/900 [00:29<23:37,  1.61s/it, loss=0.523, it/s=0.597]
Training:   2%|▏         | 18/900 [00:30<21:57,  1.49s/it, loss=0.523, it/s=0.597]
Training:   2%|▏         | 19/900 [00:32<22:29,  1.53s/it, loss=0.523, it/s=0.597]
Training:   2%|▏         | 19/900 [00:34<22:29,  1.53s/it, loss=0.141, it/s=0.622]
                                                                                  
Training:   2%|▏         | 19/900 [00:34<22:29,  1.53s/it, loss=0.141, it/s=0.622]
Training:   2%|▏         | 20/900 [00:34<23:10,  1.58s/it, loss=0.141, it/s=0.622]
Training:   2%|▏         | 21/900 [00:35<21:55,  1.50s/it, loss=0.141, it/s=0.622]
Training:   2%|▏         | 22/900 [00:36<21:54,  1.50s/it, loss=0.141, it/s=0.622]
Training:   3%|▎         | 23/900 [00:38<21:09,  1.45s/it, loss=0.141, it/s=0.622]
Training:   3%|▎         | 24/900 [00:39<21:33,  1.48s/it, loss=0.141, it/s=0.622]
Training:   3%|▎         | 25/900 [00:41<22:29,  1.54s/it, loss=0.141, it/s=0.622]
Training:   3%|▎         | 26/900 [00:42<21:32,  1.48s/it, loss=0.141, it/s=0.622]
Training:   3%|▎         | 27/900 [00:44<22:23,  1.54s/it, loss=0.141, it/s=0.622]
Training:   3%|▎         | 28/900 [00:45<20:16,  1.39s/it, loss=0.141, it/s=0.622]
Training:   3%|▎         | 29/900 [00:46<19:21,  1.33s/it, loss=0.141, it/s=0.622]
Training:   3%|▎         | 29/900 [00:48<19:21,  1.33s/it, loss=0.269, it/s=0.712]
Training:  19%|█▉        | 169/900 [04:20<19:16,  1.58s/it, loss=0.051, it/s=0.618]
Training:  19%|█▉        | 169/900 [04:21<19:16,  1.58s/it, loss=0.038, it/s=0.637]
                                                                                   

Training:  19%|█▉        | 169/900 [04:21<19:16,  1.58s/it, loss=0.038, it/s=0.637]
Training:  19%|█▉        | 170/900 [04:21<19:47,  1.63s/it, loss=0.038, it/s=0.637]
Training:  19%|█▉        | 171/900 [04:23<20:09,  1.66s/it, loss=0.038, it/s=0.637]
Training:  19%|█▉        | 172/900 [04:25<19:01,  1.57s/it, loss=0.038, it/s=0.637]
Training:  19%|█▉        | 173/900 [04:26<17:25,  1.44s/it, loss=0.038, it/s=0.637]
Training:  19%|█▉        | 174/900 [04:27<16:54,  1.40s/it, loss=0.038, it/s=0.637]
Training:  19%|█▉        | 175/900 [04:29<18:10,  1.50s/it, loss=0.038, it/s=0.637]
Training:  20%|█▉        | 176/900 [04:30<18:55,  1.57s/it, loss=0.038, it/s=0.637]
Training:  20%|█▉        | 177/900 [04:32<18:35,  1.54s/it, loss=0.038, it/s=0.637]
Training:  20%|█▉        | 178/900 [04:34<19:17,  1.60s/it, loss=0.038, it/s=0.637]
Training:  20%|█▉        | 179/900 [04:35<19:29,  1.62s/it, loss=0.038, it/s=0.637]
Training:  20%|█▉        | 179/900 [04:37<19:29,  1.62s/it, loss=0.094, it/s=0.653]
                                                                                   

Training:  20%|█▉        | 179/900 [04:37<19:29,  1.62s/it, loss=0.094, it/s=0.653]
Training:  20%|██        | 180/900 [04:37<18:47,  1.57s/it, loss=0.094, it/s=0.653]
Training:  20%|██        | 181/900 [04:38<18:36,  1.55s/it, loss=0.094, it/s=0.653]
Training:  20%|██        | 182/900 [04:40<17:33,  1.47s/it, loss=0.094, it/s=0.653]
Training:  20%|██        | 183/900 [04:41<18:25,  1.54s/it, loss=0.094, it/s=0.653]
Training:  20%|██        | 184/900 [04:43<19:06,  1.60s/it, loss=0.094, it/s=0.653]
Training:  21%|██        | 185/900 [04:44<17:54,  1.50s/it, loss=0.094, it/s=0.653]
Training:  21%|██        | 186/900 [04:46<17:08,  1.44s/it, loss=0.094, it/s=0.653]
Training:  21%|██        | 187/900 [04:47<18:10,  1.53s/it, loss=0.094, it/s=0.653]
Training:  21%|██        | 188/900 [04:49<18:54,  1.59s/it, loss=0.094, it/s=0.653]
Training:  21%|██        | 189/900 [04:51<19:01,  1.61s/it, loss=0.094, it/s=0.653]
Training:  21%|██        | 189/900 [04:52<19:01,  1.61s/it, loss=0.134, it/s=0.638]
                                                                                   

Training:  21%|██        | 189/900 [04:52<19:01,  1.61s/it, loss=0.134, it/s=0.638]
Training:  21%|██        | 190/900 [04:52<19:29,  1.65s/it, loss=0.134, it/s=0.638]
Training:  21%|██        | 191/900 [04:54<19:42,  1.67s/it, loss=0.134, it/s=0.638]
Training:  21%|██▏       | 192/900 [04:55<18:10,  1.54s/it, loss=0.134, it/s=0.638]
Training:  21%|██▏       | 193/900 [04:57<16:44,  1.42s/it, loss=0.134, it/s=0.638]
Training:  22%|██▏       | 194/900 [04:58<17:49,  1.51s/it, loss=0.134, it/s=0.638]
Training:  22%|██▏       | 195/900 [05:00<16:58,  1.44s/it, loss=0.134, it/s=0.638]
Training:  22%|██▏       | 196/900 [05:01<17:26,  1.49s/it, loss=0.134, it/s=0.638]
Training:  22%|██▏       | 197/900 [05:03<18:15,  1.56s/it, loss=0.134, it/s=0.638]
Training:  22%|██▏       | 198/900 [05:04<16:57,  1.45s/it, loss=0.134, it/s=0.638]
Training:  22%|██▏       | 199/900 [05:05<16:02,  1.37s/it, loss=0.134, it/s=0.638]
Training:  22%|██▏       | 199/900 [05:07<16:02,  1.37s/it, loss=0.116, it/s=0.688]
                                                                                   

Training:  22%|██▏       | 199/900 [05:07<16:02,  1.37s/it, loss=0.116, it/s=0.688]
                                                                                   

Training:  22%|██▏       | 199/900 [05:08<16:02,  1.37s/it, loss=0.116, it/s=0.688]
Training:  22%|██▏       | 200/900 [05:08<19:09,  1.64s/it, loss=0.116, it/s=0.688]
Training:  22%|██▏       | 201/900 [05:09<19:22,  1.66s/it, loss=0.116, it/s=0.688]
Training:  22%|██▏       | 202/900 [05:11<17:58,  1.54s/it, loss=0.116, it/s=0.688]
Training:  23%|██▎       | 203/900 [05:12<18:57,  1.63s/it, loss=0.116, it/s=0.688]
Training:  23%|██▎       | 204/900 [05:14<17:09,  1.48s/it, loss=0.116, it/s=0.688]
Training:  23%|██▎       | 205/900 [05:15<17:56,  1.55s/it, loss=0.116, it/s=0.688]
Training:  23%|██▎       | 206/900 [05:17<17:49,  1.54s/it, loss=0.116, it/s=0.688]
Training:  23%|██▎       | 207/900 [05:18<18:31,  1.60s/it, loss=0.116, it/s=0.688]
Training:  23%|██▎       | 208/900 [05:20<17:21,  1.50s/it, loss=0.116, it/s=0.688]
Training:  23%|██▎       | 209/900 [05:21<16:24,  1.43s/it, loss=0.116, it/s=0.688]
Training:  23%|██▎       | 209/900 [05:23<16:24,  1.43s/it, loss=0.027, it/s=0.635]
                                                                                   

Training:  23%|██▎       | 209/900 [05:23<16:24,  1.43s/it, loss=0.027, it/s=0.635]
Training:  23%|██▎       | 210/900 [05:23<17:30,  1.52s/it, loss=0.027, it/s=0.635]
Training:  23%|██▎       | 211/900 [05:24<17:07,  1.49s/it, loss=0.027, it/s=0.635]
Training:  24%|██▎       | 212/900 [05:26<17:53,  1.56s/it, loss=0.027, it/s=0.635]
Training:  24%|██▎       | 213/900 [05:28<18:26,  1.61s/it, loss=0.027, it/s=0.635]
Training:  24%|██▍       | 214/900 [05:29<18:26,  1.61s/it, loss=0.027, it/s=0.635]
Training:  24%|██▍       | 215/900 [05:31<17:43,  1.55s/it, loss=0.027, it/s=0.635]
Training:  24%|██▍       | 216/900 [05:32<18:13,  1.60s/it, loss=0.027, it/s=0.635]
Training:  24%|██▍       | 217/900 [05:34<16:40,  1.46s/it, loss=0.027, it/s=0.635]
Training:  24%|██▍       | 218/900 [05:35<17:32,  1.54s/it, loss=0.027, it/s=0.635]
Training:  24%|██▍       | 219/900 [05:37<16:35,  1.46s/it, loss=0.027, it/s=0.635]
Training:  24%|██▍       | 219/900 [05:38<16:35,  1.46s/it, loss=0.077, it/s=0.668]
                                                                                   

Training:  24%|██▍       | 219/900 [05:38<16:35,  1.46s/it, loss=0.077, it/s=0.668]
Training:  24%|██▍       | 220/900 [05:38<15:44,  1.39s/it, loss=0.077, it/s=0.668]
Training:  25%|██▍       | 221/900 [05:39<16:41,  1.47s/it, loss=0.077, it/s=0.668]
Training:  25%|██▍       | 222/900 [05:41<17:26,  1.54s/it, loss=0.077, it/s=0.668]
Training:  25%|██▍       | 223/900 [05:43<18:00,  1.60s/it, loss=0.077, it/s=0.668]
Training:  25%|██▍       | 224/900 [05:44<16:28,  1.46s/it, loss=0.077, it/s=0.668]
Training:  25%|██▌       | 225/900 [05:46<17:07,  1.52s/it, loss=0.077, it/s=0.668]
Training:  25%|██▌       | 226/900 [05:47<16:40,  1.48s/it, loss=0.077, it/s=0.668]
Training:  25%|██▌       | 227/900 [05:48<15:28,  1.38s/it, loss=0.077, it/s=0.668]
Training:  25%|██▌       | 228/900 [05:50<16:36,  1.48s/it, loss=0.077, it/s=0.668]
Training:  25%|██▌       | 229/900 [05:52<17:20,  1.55s/it, loss=0.077, it/s=0.668]
Training:  25%|██▌       | 229/900 [05:53<17:20,  1.55s/it, loss=0.061, it/s=0.645]
                                                                                   

Training:  25%|██▌       | 229/900 [05:53<17:20,  1.55s/it, loss=0.061, it/s=0.645]
Training:  26%|██▌       | 230/900 [05:53<17:33,  1.57s/it, loss=0.061, it/s=0.645]
Training:  26%|██▌       | 231/900 [05:54<16:27,  1.48s/it, loss=0.061, it/s=0.645]
Training:  26%|██▌       | 232/900 [05:56<17:04,  1.53s/it, loss=0.061, it/s=0.645]
Training:  26%|██▌       | 233/900 [05:57<16:02,  1.44s/it, loss=0.061, it/s=0.645]
Training:  26%|██▌       | 234/900 [05:59<16:56,  1.53s/it, loss=0.061, it/s=0.645]
Training:  26%|██▌       | 235/900 [06:01<17:30,  1.58s/it, loss=0.061, it/s=0.645]
Training:  26%|██▌       | 236/900 [06:02<17:53,  1.62s/it, loss=0.061, it/s=0.645]
Training:  26%|██▋       | 237/900 [06:04<18:12,  1.65s/it, loss=0.061, it/s=0.645]
Training:  26%|██▋       | 238/900 [06:06<17:18,  1.57s/it, loss=0.061, it/s=0.645]
Training:  27%|██▋       | 239/900 [06:07<17:33,  1.59s/it, loss=0.061, it/s=0.645]
Training:  27%|██▋       | 239/900 [06:08<17:33,  1.59s/it, loss=0.022, it/s=0.663]
                                                                                   

Training:  27%|██▋       | 239/900 [06:08<17:33,  1.59s/it, loss=0.022, it/s=0.663]
Training:  27%|██▋       | 240/900 [06:08<15:44,  1.43s/it, loss=0.022, it/s=0.663]
Training:  27%|██▋       | 241/900 [06:09<14:50,  1.35s/it, loss=0.022, it/s=0.663]
Training:  27%|██▋       | 242/900 [06:11<15:57,  1.46s/it, loss=0.022, it/s=0.663]
Training:  27%|██▋       | 243/900 [06:12<14:54,  1.36s/it, loss=0.022, it/s=0.663]
Training:  27%|██▋       | 244/900 [06:14<15:42,  1.44s/it, loss=0.022, it/s=0.663]
Training:  27%|██▋       | 245/900 [06:15<15:57,  1.46s/it, loss=0.022, it/s=0.663]
Training:  27%|██▋       | 246/900 [06:17<16:06,  1.48s/it, loss=0.022, it/s=0.663]
Training:  27%|██▋       | 247/900 [06:18<14:48,  1.36s/it, loss=0.022, it/s=0.663]
Training:  28%|██▊       | 248/900 [06:19<14:33,  1.34s/it, loss=0.022, it/s=0.663]
Training:  28%|██▊       | 249/900 [06:21<15:47,  1.46s/it, loss=0.022, it/s=0.663]
Training:  28%|██▊       | 249/900 [06:22<15:47,  1.46s/it, loss=0.004, it/s=0.710]
                                                                                   

Training:  28%|██▊       | 249/900 [06:22<15:47,  1.46s/it, loss=0.004, it/s=0.710]
                                                                                   

Training:  28%|██▊       | 249/900 [06:23<15:47,  1.46s/it, loss=0.004, it/s=0.710]
Training:  28%|██▊       | 250/900 [06:23<17:11,  1.59s/it, loss=0.004, it/s=0.710]
Training:  28%|██▊       | 251/900 [06:24<14:59,  1.39s/it, loss=0.004, it/s=0.710]
Training:  28%|██▊       | 252/900 [06:25<14:10,  1.31s/it, loss=0.004, it/s=0.710]
Training:  28%|██▊       | 253/900 [06:27<15:21,  1.42s/it, loss=0.004, it/s=0.710]
Training:  28%|██▊       | 254/900 [06:28<14:59,  1.39s/it, loss=0.004, it/s=0.710]
Training:  28%|██▊       | 255/900 [06:30<15:52,  1.48s/it, loss=0.004, it/s=0.710]
Training:  28%|██▊       | 256/900 [06:31<14:43,  1.37s/it, loss=0.004, it/s=0.710]
Training:  29%|██▊       | 257/900 [06:32<15:39,  1.46s/it, loss=0.004, it/s=0.710]
Training:  29%|██▊       | 258/900 [06:34<16:15,  1.52s/it, loss=0.004, it/s=0.710]
Training:  29%|██▉       | 259/900 [06:36<16:48,  1.57s/it, loss=0.004, it/s=0.710]
Training:  29%|██▉       | 259/900 [06:38<16:48,  1.57s/it, loss=0.025, it/s=0.660]
                                                                                   

Training:  29%|██▉       | 259/900 [06:38<16:48,  1.57s/it, loss=0.025, it/s=0.660]
Training:  29%|██▉       | 260/900 [06:38<17:12,  1.61s/it, loss=0.025, it/s=0.660]
Training:  29%|██▉       | 261/900 [06:39<15:36,  1.47s/it, loss=0.025, it/s=0.660]
Training:  29%|██▉       | 262/900 [06:40<16:19,  1.54s/it, loss=0.025, it/s=0.660]
Training:  29%|██▉       | 263/900 [06:42<15:11,  1.43s/it, loss=0.025, it/s=0.660]
Training:  29%|██▉       | 264/900 [06:43<14:19,  1.35s/it, loss=0.025, it/s=0.660]
Training:  29%|██▉       | 265/900 [06:44<15:10,  1.43s/it, loss=0.025, it/s=0.660]
Training:  30%|██▉       | 266/900 [06:45<13:55,  1.32s/it, loss=0.025, it/s=0.660]
Training:  30%|██▉       | 267/900 [06:47<14:31,  1.38s/it, loss=0.025, it/s=0.660]
Training:  30%|██▉       | 268/900 [06:48<14:41,  1.40s/it, loss=0.025, it/s=0.660]
Training:  30%|██▉       | 269/900 [06:49<13:47,  1.31s/it, loss=0.025, it/s=0.660]
Training:  30%|██▉       | 269/900 [06:51<13:47,  1.31s/it, loss=0.099, it/s=0.772]
                                                                                   

Training:  30%|██▉       | 269/900 [06:51<13:47,  1.31s/it, loss=0.099, it/s=0.772]
Training:  30%|███       | 270/900 [06:51<12:56,  1.23s/it, loss=0.099, it/s=0.772]
Training:  30%|███       | 271/900 [06:52<14:25,  1.38s/it, loss=0.099, it/s=0.772]
Training:  30%|███       | 272/900 [06:53<13:56,  1.33s/it, loss=0.099, it/s=0.772]
Training:  30%|███       | 273/900 [06:55<15:13,  1.46s/it, loss=0.099, it/s=0.772]
Training:  30%|███       | 274/900 [06:56<13:50,  1.33s/it, loss=0.099, it/s=0.772]
Training:  31%|███       | 275/900 [06:57<13:33,  1.30s/it, loss=0.099, it/s=0.772]
Training:  31%|███       | 276/900 [06:59<12:46,  1.23s/it, loss=0.099, it/s=0.772]
Training:  31%|███       | 277/900 [07:00<13:35,  1.31s/it, loss=0.099, it/s=0.772]
Training:  31%|███       | 278/900 [07:02<14:42,  1.42s/it, loss=0.099, it/s=0.772]
Training:  31%|███       | 279/900 [07:03<15:32,  1.50s/it, loss=0.099, it/s=0.772]
Training:  31%|███       | 279/900 [07:05<15:32,  1.50s/it, loss=0.072, it/s=0.708]
                                                                                   

Training:  31%|███       | 279/900 [07:05<15:32,  1.50s/it, loss=0.072, it/s=0.708]
Training:  31%|███       | 280/900 [07:05<14:43,  1.43s/it, loss=0.072, it/s=0.708]
Training:  31%|███       | 281/900 [07:06<14:02,  1.36s/it, loss=0.072, it/s=0.708]
Training:  31%|███▏      | 282/900 [07:07<14:10,  1.38s/it, loss=0.072, it/s=0.708]
Training:  31%|███▏      | 283/900 [07:09<14:13,  1.38s/it, loss=0.072, it/s=0.708]
Training:  32%|███▏      | 284/900 [07:10<14:05,  1.37s/it, loss=0.072, it/s=0.708]
Training:  32%|███▏      | 285/900 [07:12<14:59,  1.46s/it, loss=0.072, it/s=0.708]
Training:  32%|███▏      | 286/900 [07:13<15:44,  1.54s/it, loss=0.072, it/s=0.708]
Training:  32%|███▏      | 287/900 [07:14<14:03,  1.38s/it, loss=0.072, it/s=0.708]
Training:  32%|███▏      | 288/900 [07:16<14:55,  1.46s/it, loss=0.072, it/s=0.708]
Training:  32%|███▏      | 289/900 [07:17<13:54,  1.37s/it, loss=0.072, it/s=0.708]
Training:  32%|███▏      | 289/900 [07:18<13:54,  1.37s/it, loss=0.074, it/s=0.722]
                                                                                   

Training:  32%|███▏      | 289/900 [07:18<13:54,  1.37s/it, loss=0.074, it/s=0.722]
Training:  32%|███▏      | 290/900 [07:18<13:38,  1.34s/it, loss=0.074, it/s=0.722]
Training:  32%|███▏      | 291/900 [07:20<14:29,  1.43s/it, loss=0.074, it/s=0.722]
Training:  32%|███▏      | 292/900 [07:21<13:35,  1.34s/it, loss=0.074, it/s=0.722]
Training:  33%|███▎      | 293/900 [07:22<13:09,  1.30s/it, loss=0.074, it/s=0.722]
Training:  33%|███▎      | 294/900 [07:24<14:21,  1.42s/it, loss=0.074, it/s=0.722]
Training:  33%|███▎      | 295/900 [07:26<15:09,  1.50s/it, loss=0.074, it/s=0.722]
Training:  33%|███▎      | 296/900 [07:27<15:21,  1.53s/it, loss=0.074, it/s=0.722]
Training:  33%|███▎      | 297/900 [07:29<14:08,  1.41s/it, loss=0.074, it/s=0.722]
Training:  33%|███▎      | 298/900 [07:30<14:33,  1.45s/it, loss=0.074, it/s=0.722]
Training:  33%|███▎      | 299/900 [07:32<15:27,  1.54s/it, loss=0.074, it/s=0.722]
Training:  33%|███▎      | 299/900 [07:33<15:27,  1.54s/it, loss=0.038, it/s=0.681]
                                                                                   

Training:  33%|███▎      | 299/900 [07:33<15:27,  1.54s/it, loss=0.038, it/s=0.681]
                                                                                   

Training:  33%|███▎      | 299/900 [07:34<15:27,  1.54s/it, loss=0.038, it/s=0.681]
Training:  33%|███▎      | 300/900 [07:34<16:20,  1.63s/it, loss=0.038, it/s=0.681]
Training:  33%|███▎      | 301/900 [07:35<15:43,  1.57s/it, loss=0.038, it/s=0.681]
Training:  34%|███▎      | 302/900 [07:37<16:02,  1.61s/it, loss=0.038, it/s=0.681]
Training:  34%|███▎      | 303/900 [07:39<16:15,  1.63s/it, loss=0.038, it/s=0.681]
Training:  34%|███▍      | 304/900 [07:40<16:05,  1.62s/it, loss=0.038, it/s=0.681]
Training:  34%|███▍      | 305/900 [07:42<16:13,  1.64s/it, loss=0.038, it/s=0.681]
Training:  34%|███▍      | 306/900 [07:43<14:39,  1.48s/it, loss=0.038, it/s=0.681]
Training:  34%|███▍      | 307/900 [07:44<13:26,  1.36s/it, loss=0.038, it/s=0.681]
Training:  34%|███▍      | 308/900 [07:46<14:21,  1.46s/it, loss=0.038, it/s=0.681]
Training:  34%|███▍      | 309/900 [07:47<13:11,  1.34s/it, loss=0.038, it/s=0.681]
Training:  34%|███▍      | 309/900 [07:48<13:11,  1.34s/it, loss=0.006, it/s=0.655]
                                                                                   

Training:  34%|███▍      | 309/900 [07:48<13:11,  1.34s/it, loss=0.006, it/s=0.655]
Training:  34%|███▍      | 310/900 [07:48<14:12,  1.44s/it, loss=0.006, it/s=0.655]
Training:  35%|███▍      | 311/900 [07:50<14:52,  1.51s/it, loss=0.006, it/s=0.655]
Training:  35%|███▍      | 312/900 [07:51<14:08,  1.44s/it, loss=0.006, it/s=0.655]
Training:  35%|███▍      | 313/900 [07:53<13:30,  1.38s/it, loss=0.006, it/s=0.655]
Training:  35%|███▍      | 314/900 [07:54<14:19,  1.47s/it, loss=0.006, it/s=0.655]
Training:  35%|███▌      | 315/900 [07:55<12:57,  1.33s/it, loss=0.006, it/s=0.655]
Training:  35%|███▌      | 316/900 [07:57<14:00,  1.44s/it, loss=0.006, it/s=0.655]
Training:  35%|███▌      | 317/900 [07:59<14:31,  1.50s/it, loss=0.006, it/s=0.655]
Training:  35%|███▌      | 318/900 [08:00<14:48,  1.53s/it, loss=0.006, it/s=0.655]
Training:  35%|███▌      | 319/900 [08:02<15:16,  1.58s/it, loss=0.006, it/s=0.655]
Training:  35%|███▌      | 319/900 [08:04<15:16,  1.58s/it, loss=0.007, it/s=0.663]
                                                                                   

Training:  35%|███▌      | 319/900 [08:04<15:16,  1.58s/it, loss=0.007, it/s=0.663]
Training:  36%|███▌      | 320/900 [08:04<15:20,  1.59s/it, loss=0.007, it/s=0.663]
Training:  36%|███▌      | 321/900 [08:05<15:37,  1.62s/it, loss=0.007, it/s=0.663]
Training:  36%|███▌      | 322/900 [08:07<15:49,  1.64s/it, loss=0.007, it/s=0.663]
Training:  36%|███▌      | 323/900 [08:08<15:23,  1.60s/it, loss=0.007, it/s=0.663]
Training:  36%|███▌      | 324/900 [08:10<13:54,  1.45s/it, loss=0.007, it/s=0.663]
Training:  36%|███▌      | 325/900 [08:11<14:22,  1.50s/it, loss=0.007, it/s=0.663]
Training:  36%|███▌      | 326/900 [08:12<12:59,  1.36s/it, loss=0.007, it/s=0.663]
Training:  36%|███▋      | 327/900 [08:14<13:57,  1.46s/it, loss=0.007, it/s=0.663]
Training:  36%|███▋      | 328/900 [08:16<14:37,  1.53s/it, loss=0.007, it/s=0.663]
Training:  37%|███▋      | 329/900 [08:17<13:28,  1.42s/it, loss=0.007, it/s=0.663]
Training:  37%|███▋      | 329/900 [08:18<13:28,  1.42s/it, loss=0.016, it/s=0.671]
                                                                                   

Training:  37%|███▋      | 329/900 [08:18<13:28,  1.42s/it, loss=0.016, it/s=0.671]
Training:  37%|███▋      | 330/900 [08:18<14:17,  1.51s/it, loss=0.016, it/s=0.671]
Training:  37%|███▋      | 331/900 [08:20<14:50,  1.56s/it, loss=0.016, it/s=0.671]
Training:  37%|███▋      | 332/900 [08:21<14:07,  1.49s/it, loss=0.016, it/s=0.671]
Training:  37%|███▋      | 333/900 [08:23<14:27,  1.53s/it, loss=0.016, it/s=0.671]
Training:  37%|███▋      | 334/900 [08:25<14:55,  1.58s/it, loss=0.016, it/s=0.671]
Training:  37%|███▋      | 335/900 [08:26<15:14,  1.62s/it, loss=0.016, it/s=0.671]
Training:  37%|███▋      | 336/900 [08:27<13:23,  1.42s/it, loss=0.016, it/s=0.671]
Training:  37%|███▋      | 337/900 [08:29<13:09,  1.40s/it, loss=0.016, it/s=0.671]
Training:  38%|███▊      | 338/900 [08:30<12:52,  1.37s/it, loss=0.016, it/s=0.671]
Training:  38%|███▊      | 339/900 [08:32<13:02,  1.40s/it, loss=0.016, it/s=0.671]
Training:  38%|███▊      | 339/900 [08:33<13:02,  1.40s/it, loss=0.034, it/s=0.689]
                                                                                   

Training:  38%|███▊      | 339/900 [08:33<13:02,  1.40s/it, loss=0.034, it/s=0.689]
Training:  38%|███▊      | 340/900 [08:33<13:01,  1.39s/it, loss=0.034, it/s=0.689]
Training:  38%|███▊      | 341/900 [08:35<13:33,  1.45s/it, loss=0.034, it/s=0.689]
Training:  38%|███▊      | 342/900 [08:36<13:03,  1.40s/it, loss=0.034, it/s=0.689]
Training:  38%|███▊      | 343/900 [08:38<13:48,  1.49s/it, loss=0.034, it/s=0.689]
Training:  38%|███▊      | 344/900 [08:39<12:53,  1.39s/it, loss=0.034, it/s=0.689]
Training:  38%|███▊      | 345/900 [08:40<13:30,  1.46s/it, loss=0.034, it/s=0.689]
Training:  38%|███▊      | 346/900 [08:42<14:09,  1.53s/it, loss=0.034, it/s=0.689]
Training:  39%|███▊      | 347/900 [08:44<14:35,  1.58s/it, loss=0.034, it/s=0.689]
Training:  39%|███▊      | 348/900 [08:45<14:53,  1.62s/it, loss=0.034, it/s=0.689]
Training:  39%|███▉      | 349/900 [08:47<15:07,  1.65s/it, loss=0.034, it/s=0.689]
Training:  39%|███▉      | 349/900 [08:49<15:07,  1.65s/it, loss=0.010, it/s=0.630]
                                                                                   

